mouse_life_stage,Middle aged adult
parameter_name,Cue Baseline % Freezing Time
gene_symbol,Slc30a4
parameter_id,HRWLLA_FEA_015_001
mouse_strain,C57BL
gene_accession_id,MGI:1345282
pvalue,0.3934031
analysis_id,265v0z99d3350ew
