gene_symbol,Rab17
pvalue,0.1753692
gene_accession_id,MGI:104640
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,Coat - hair distribution - back
analysis_id,d05b3rb94049e5j
parameter_id,IMPC_CSD_011_001
