Parameter_id,JAX_LDT_004_001
Gene_symbol,Kdm4c
parameter_name,Dark side time spent
Analysis_id,0f5b2ll934582q0
Mouse_life_stage,Early adult
gene_accession_id,MGI:1924054
Pvalue,0.76542
Mouse_strain,C57BL
