gene_symbol,AU040320
mouse_strain,C55BL
gene_accession_id,MGI:2140475
pvalue,0.08369062
parameter_name,B cell number
parameter_id,MGP_PBI_034_001
mouse_life_stage,Early adult
analysis_id,q16015oe7r363e8
