gene_symbol,Jun
mouse_strain,C57BL
analysis_id,y826te0a762j055
pvalue,0.7646324
gene_accession_id,MGI:96646
parameter_id,MGP_IMM_015_001
mouse_life_stage,E15.5
parameter_name,Resting CD8+ T cells - % of CD8+
