gene_symbol,Wars2
parameter_name,KLRG1+ gd T cells - % of gd T cells
pvalue,0.5836096
mouse_life_stage,E12.5
analysis_id,7ve91or75c7w7pl
parameter_id,MGP_MLN_021_001
gene_accession_id,MGI:1917810
mouse_strain,C57BL
