parameter_id,IMPC_CBC_003_001
parameter_name,Chloride
pvalue,0.5955097
gene_accession_id,MGI:109384
analysis_id,7x766ry1nd4js82
gene_symbol,Atf3
mouse_strain,C57BL
mouse_life_stage,Early adult
