gene_symbol,Tbl1xr1
pvalue,2.05246e-05
gene_accession_id,MGI:2441730
analysis_id,2v75a54hvivpb12
parameter_id,IMPC_ABR_006_001
mouse_life_stage,Early adult
parameter_name,12kHz-evoked ABR Threshold
mouse_strain,C57BL
