gene_symbol,Mecom
gene_accession_id,MGI:95457
analysis_id,b1678u4538w895y
mouse_strain,C57BL
parameter_name,Fat/Body weight
pvalue,0.6177342
parameter_id,JAXLA_DXA_009_001
mouse_life_stage,E12.5
