parameter_name,Percent time in light
pvalue,0.6536378
mouse_strain,C57BL
gene_accession_id,MGI:3588214
parameter_id,JAX_LDT_009_001
gene_symbol,Rufy4
analysis_id,fxu34po1eq5858r
mouse_life_stage,Early adult
