gene_symbol,Col6a3
parameter_id,MGP_PBI_033_001
mouse_life_stage,Early adult
parameter_name,CD8+ KLRG1+ alpha beta T cell number
mouse_strain,C57BL
gene_accession_id,MGI:88461
analysis_id,1a7s338zm83826s
pvalue,0.3630256
