mouse_life_stage,Early adult
gene_accession_id,MGI:2448481
pvalue,0.6432782
mouse_strain,C57BL
parameter_id,MGP_PBI_008_001
analysis_id,j6aqg97ix0x0u45
gene_symbol,Mgst2
parameter_name,CD4+ CD25+ alpha beta regulatory T cell percentage
