parameter_id,IMPC_OFD_018_001
mouse_life_stage,Early adult
gene_accession_id,MGI:2446274
gene_symbol,Frmpd1
pvalue,0.6287012
analysis_id,8424019s94jw13s
mouse_strain,C57BL
parameter_name,Latency to center entry
