gene_symbol,Secisbp2l
mouse_life_stage,Middle aged adult
analysis_id,kcp1zb70386h39r
mouse_strain,C57BL
gene_accession_id,MGI:1917604
parameter_name,Neural tube morphology
parameter_id,IMPC_GEL_060_001
pvalue,0.2695695
