gene_symbol,Cdin1
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,BMC/Body weight
gene_accession_id,MGI:3026886
pvalue,0.6772186
parameter_id,JAXLA_DXA_007_001
analysis_id,co698w25m8j7301
