parameter_id,IMPC_GEO_009_002
analysis_id,78zke29w86w44e4
mouse_life_stage,Middle aged adult
parameter_name,Hemorrhage
gene_accession_id,MGI:1336200
mouse_strain,C57BL
gene_symbol,Hpca
pvalue,0.1027337
