mouse_strain,C57BL
parameter_name,PP1 startle magnitude
pvalue,0.7727158
gene_symbol,Orc2
parameter_id,ESLIM_011_001_002
mouse_life_stage,E9.5
analysis_id,407m3tq2424f5pp
gene_accession_id,MGI:1328306
