gene_symbol,Kif24
mouse_life_stage,Early adult
parameter_id,IMPC_ACS_034_001
pvalue,0.2389177
analysis_id,qv75ri37e7qb5g6
mouse_strain,C57BL
gene_accession_id,MGI:1918345
parameter_name,% Pre-pulse inhibition - PPI2
