gene_symbol,Tnfsf10
parameter_name,Respiration Rate
mouse_life_stage,Early adult
parameter_id,IMPC_ECH_018_001
analysis_id,45t4lj00wq72l90
mouse_strain,C57BL
gene_accession_id,MGI:107414
pvalue,0.9162169
