gene_symbol,Slc45a3
parameter_id,IMPC_IMM_051_001
mouse_life_stage,Early adult
analysis_id,5j2d7r795w18fl1
pvalue,0.3389268
mouse_strain,C57BL
gene_accession_id,MGI:1922082
parameter_name,Monocytes
