parameter_id,MGP_MLN_013_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1918345
parameter_name,Effector CD8+ T cells - % of CD8+
analysis_id,gti33u4i2o95wzz
pvalue,0.7451362
gene_symbol,Kif24
mouse_strain,C57BL
