parameter_id,IMPC_ABR_004_001
gene_symbol,Kif24
gene_accession_id,MGI:1918345
pvalue,0.5904095
parameter_name,6kHz-evoked ABR Threshold
mouse_strain,C57BL
analysis_id,q3rbicaq9q952w4
mouse_life_stage,Early adult
