gene_symbol,Zmynd19
parameter_name,Total bilirubin
mouse_life_stage,Early adult
pvalue,0.5481017
gene_accession_id,MGI:1914437
mouse_strain,C57BL
analysis_id,4e88wg44f8vi5v3
parameter_id,IMPC_CBC_008_001
