gene_symbol,Arpc5l
mouse_strain,C57BL
analysis_id,3u9wd08d45yffgk
pvalue,0.3728257
parameter_id,IMPC_GEL_063_001
gene_accession_id,MGI:1921442
parameter_name,Delayed embryonic development
mouse_life_stage,Early adult
