parameter_id,MGP_MLN_031_001
pvalue,0.8483198
gene_accession_id,MGI:1309468
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Casq1
parameter_name,Total NK cells - % of CD45+
analysis_id,s98080o5je792wt
