parameter_id,IMPC_ABR_004_001
analysis_id,yh45oae1h1uoc89
gene_accession_id,MGI:2444554
pvalue,0.5324926
mouse_strain,C57BL
gene_symbol,Mapkap1
parameter_name,6kHz-evoked ABR Threshold
mouse_life_stage,Early adult
