mouse_life_stage,Early adult
analysis_id,rzi4g4o4d8wo188
parameter_id,M-G-P_005_001_001
parameter_name,Weight
pvalue,0.7256056
gene_symbol,S100a3
mouse_strain,C57BL
gene_accession_id,MGI:1338849
