gene_symbol,Wars2
mouse_strain,C57BL
parameter_name,Platelet count
analysis_id,e8p10ka1p4l8i63
pvalue,0.747027
gene_accession_id,MGI:1917810
mouse_life_stage,E9.5
parameter_id,IMPC_HEM_008_001
