gene_symbol,Clvs1
mouse_strain,C57BL
analysis_id,072l21prvv0nf1q
gene_accession_id,MGI:1921688
mouse_life_stage,Early adult
pvalue,0.8906845
parameter_name,Coat - hair texture / appearance - abdomen
parameter_id,IMPC_CSD_016_001
