parameter_id,ESLIM_008_001_017
pvalue,0.390161
mouse_strain,C57BL
gene_symbol,Arpc5l
mouse_life_stage,Early adult
parameter_name,Limb grasping
analysis_id,u79b64263b7j1wd
gene_accession_id,MGI:1921442
