gene_accession_id,MGI:2181659
gene_symbol,Tox
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_GEL_063_001
pvalue,0.5624281
parameter_name,Delayed embryonic development
analysis_id,4455nkx92x6zp74
