gene_symbol,Slc39a10
gene_accession_id,MGI:1914515
mouse_life_stage,Early adult
parameter_id,M-G-P_014_001_010
analysis_id,76zwwb634zd2c0s
mouse_strain,C57BL
parameter_name,lens opacity
pvalue,0.4248877
