parameter_name,Creatinine
mouse_life_stage,Early adult
gene_symbol,Clvs1
mouse_strain,C57BL
gene_accession_id,MGI:1921688
parameter_id,HMGULA_CBC_005_001
pvalue,0.5564074
analysis_id,90162bxlm4yhxtd
