gene_symbol,Secisbp2l
mouse_strain,C57BL
analysis_id,05939r25ufaor2i
mouse_life_stage,Late adult
pvalue,0.9209138
parameter_id,IMPC_XRY_023_001
parameter_name,Ulna
gene_accession_id,MGI:1917604
