gene_symbol,Jun
gene_accession_id,MGI:96646
parameter_name,Body weight
mouse_life_stage,E15.5
mouse_strain,C57BL
pvalue,0.4951236
analysis_id,640c971e8762n79
parameter_id,M-G-P_009_001_003
