parameter_id,JAXLA_DXA_003_001
analysis_id,424pktte1h7moqs
gene_symbol,Dnajc6
pvalue,0.6577864
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1919935
parameter_name,Lean mass
