parameter_id,IMPC_IPG_011_001
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Sfpq
pvalue,0.2167681
gene_accession_id,MGI:1918764
parameter_name,Initial response to glucose challenge
analysis_id,154rixj6u8395ys
