parameter_id,IMPC_IMM_025_001
gene_symbol,Zmynd19
pvalue,0.3697384
mouse_strain,C57BL
analysis_id,c9334a155e8gcwq
gene_accession_id,MGI:1914437
mouse_life_stage,Early adult
parameter_name,DN CD25- NKT cells
