mouse_life_stage,Middle aged adult
analysis_id,x0b90hx0437xtd9
gene_symbol,Snap23
parameter_id,IMPC_GRS_010_001
pvalue,0.4612885
parameter_name,Forelimb grip strength normalised against body weight
gene_accession_id,MGI:109356
mouse_strain,C57BL
