mouse_strain,C57BL
parameter_name,Mean right eye lens density
analysis_id,0021k6pnco93knk
mouse_life_stage,Early adult
gene_symbol,Zcchc2
pvalue,0.3554328
gene_accession_id,MGI:2444114
parameter_id,IMPC_EYE_059_001
