parameter_id,ESLIM_016_001_005
gene_accession_id,MGI:1915087
gene_symbol,Tiprl
pvalue,0.5941205
parameter_name,Mean cell volume
mouse_strain,C57BL
analysis_id,f68fzue35h818v9
mouse_life_stage,E9.5
