mouse_strain,C57BL
parameter_name,Hindpaw - size
analysis_id,ax56f5s7cro59mb
pvalue,0.9392914
parameter_id,JAXLA_CSD_041_002
gene_accession_id,MGI:1934811
mouse_life_stage,Early adult
gene_symbol,Nucks1
