gene_symbol,Zmynd8
mouse_strain,C57BL
parameter_id,IMPC_ECH_008_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1918025
parameter_name,LVIDd
pvalue,0.9913919
analysis_id,t72732hff88650o
