gene_symbol,Hpca
parameter_id,IMPC_ECH_001_001
mouse_strain,C57BL
pvalue,0.307201
mouse_life_stage,Late adult
parameter_name,End-Systolic Diameter
analysis_id,gu5y7il7501a3xm
gene_accession_id,MGI:1336200
