parameter_id,MGP_MLN_075_001
parameter_name,Resting CD8+ T cells - % of CD45+
pvalue,0.5419812
analysis_id,2f03b11l4apcc47
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Dcaf12
gene_accession_id,MGI:1916220
