parameter_id,MGP_IMM_077_001
parameter_name,Effector Treg cells - % of CD45+
mouse_strain,C57BL
gene_symbol,Rab3gap2
gene_accession_id,MGI:1916043
analysis_id,o5dr153p4021e67
mouse_life_stage,Early adult
pvalue,0.6658631
