gene_symbol,Bcs1l
parameter_name,Effector CD4+ T helper cells - % of CD4+ T helper cells
Mouse_life_stage,E9.5
Parameter_id,MGP_IMM_006_001
Mouse_strain,C57BL
Analysis_id,a7a5w6rci510a48
Gene_accession_id,MGI:1914071
Pvalue,0.08791948
