pvalue,0.860511
parameter_id,MGP_IMM_078_001
mouse_strain,C57BL
gene_symbol,Cisd2
analysis_id,lw2nlz2g7vd48zh
mouse_life_stage,Early adult
gene_accession_id,MGI:1914256
parameter_name,Resting Treg cells - % of CD45+
