gene_symbol,Dmap1
mouse_life_stage,Early adult
parameter_name,Resting Treg cells - % of CD45+
gene_accession_id,MGI:1913483
mouse_strain,C57BL
pvalue,0.4658683
analysis_id,g5g5c010a51ek6r
parameter_id,MGP_MLN_071_001
