parameter_name,Startle Response
mouse_strain,C57BL
gene_symbol,Ivd
analysis_id,as63yo82b7s5719
gene_accession_id,MGI:1929242
pvalue,0.3263787
mouse_life_stage,Early adult
parameter_id,M-G-P_008_001_013
