parameter_name,Retina (combined)
mouse_strain,129SV
pvalue,0.06653779
gene_symbol,Ddx27
analysis_id,guvq7ed448m14ib
gene_accession_id,MGI:2385884
mouse_life_stage,Early adult
parameter_id,JAXLA_EYE_092_001
