parameter_id,MGP_CSD_067_001
analysis_id,vbrofz11n3z5pu4
parameter_name,Snout size
gene_symbol,Sprr1b
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:106659
pvalue,0.304333
