mouse_life_stage,E9.5
parameter_id,IMPC_CSD_051_002
mouse_strain,C57BL
gene_symbol,Orc2
pvalue,0.1493506
gene_accession_id,MGI:1328306
parameter_name,Hindlimb nail - number
analysis_id,62366tv4jt2c3k2
