gene_symbol,Lpgat1
gene_accession_id,MGI:2446186
pvalue,0.8751158
analysis_id,hkcb3ula41p9ri1
mouse_life_stage,E18.5
mouse_strain,C57BL
parameter_name,Total cholesterol
parameter_id,IMPC_CBC_015_001
