parameter_id,IMPC_CBC_024_001
parameter_name,UIBC (unsaturated iron binding capacity)
mouse_life_stage,Early adult
gene_accession_id,MGI:3045306
mouse_strain,C57BL
gene_symbol,Exd1
analysis_id,9883zvdv5xi6qu4
pvalue,0.6381344
