parameter_id,M-G-P_026_001_004
parameter_name,Coat colouration
gene_accession_id,MGI:1917810
gene_symbol,Wars2
pvalue,0.8317566
analysis_id,7734918221e3uvw
mouse_strain,C57BL
mouse_life_stage,E12.5
