parameter_id,JAXLA_CSD_023_001
gene_symbol,Clvs1
gene_accession_id,MGI:1921688
parameter_name,Vibrissae - presence
analysis_id,6875e291t305m62
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.0852648
