gene_symbol,Snap23
gene_accession_id,MGI:109356
parameter_name,BMC/Body weight
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,62ocd248ddv3t9y
pvalue,0.2699399
parameter_id,IMPC_DXA_007_001
