parameter_id,JAX_SLW_014_001
pvalue,0.2832883
parameter_name,Breath rate during sleep standard deviation
mouse_strain,C57BL
gene_symbol,Tnni1
gene_accession_id,MGI:105073
analysis_id,o4l1579614im833
mouse_life_stage,Early adult
