gene_symbol,Plcb1
analysis_id,ayh06w1r5f3l0b2
parameter_name,Shape of ribcage
pvalue,0.7173715
mouse_life_stage,Late adult
gene_accession_id,MGI:97613
mouse_strain,C57BL
parameter_id,IMPC_XRY_059_001
