parameter_name,HDL-cholesterol
gene_accession_id,MGI:2446186
mouse_life_stage,E18.5
analysis_id,ol1wg570969xpqc
mouse_strain,C57BL
gene_symbol,Lpgat1
pvalue,0.2909273
parameter_id,IMPC_CBC_016_001
