parameter_id,IMPC_CBC_008_001
pvalue,0.2497255
gene_accession_id,MGI:1915325
mouse_strain,C57BL
analysis_id,k5n1491u96zplo4
gene_symbol,Lurap1
mouse_life_stage,Early adult
parameter_name,Total bilirubin
