gene_symbol,Lpgat1
parameter_id,JAXLA_DXA_009_001
mouse_strain,C57BL
gene_accession_id,MGI:2446186
analysis_id,2sxr34g73t3o757
mouse_life_stage,Early adult
pvalue,0.3314272
parameter_name,Fat/Body weight
