gene_symbol,Zcchc2
parameter_id,IMPC_XRY_023_001
pvalue,0.3803025
mouse_life_stage,Early adult
gene_accession_id,MGI:2444114
parameter_name,Ulna
analysis_id,0kb5g117c1d67q6
mouse_strain,C57BL
